Titulo,Acervo[Nome],Acervo[Autor],Acervo[Data],Acervo[Origem],Acervo[Material],Acervo[Descricao],Acervo[Dimensoes],Acervo[Nucleo],Acervo[Classificacao],Acervo[imagem],Acervo[thumb],Acervo[categorias]
M-0561,[[sofá]],[[Autor desconhecido]],[[Século XIX]],[[França]],"Madeira entalhada, tiras de borracha, plumas, tecido de seda.",Sem descrição,Dimensões desconhecidas,[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Peças de Mobiliário]],Imagem:M0561.jpg,[[Imagem:M0561.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Peças de Mobiliário]]
M-0562,[[sous-plat]],[[Fernando Alves Pinto]],[[Século XX]],[[Brasil]]/[[São Paulo]],Prata,12 exemplares (a-l). Conjunto (M-0562 a M-0564),"0,8 x 27,7",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0562.jpg,[[Imagem:M0562.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Fernando Alves Pinto]][[Categoria:Origem/Brasil/São Paulo]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0563,[[prato para pão]],[[Fernando Alves Pinto]],[[Século XX]],[[Brasil]]/[[São Paulo]],Prata,12 exemplares (a-l). Conjunto (M-0562 a M-0564),"0,6 x 15,2 diam.",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0563.jpg,[[Imagem:M0563.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Fernando Alves Pinto]][[Categoria:Origem/Brasil/São Paulo]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0564,[[lavanda]],[[Fernando Alves Pinto]],[[Século XX]],[[Brasil]]/[[São Paulo]],Prata,12 exemplares (a-l). Conjunto (M-0562 a M-0564),"5,2 x 12,5 diam.",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0564.jpg,[[Imagem:M0564.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Fernando Alves Pinto]][[Categoria:Origem/Brasil/São Paulo]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0565,[[travessa para caviar]],[[Compagnie des Cristalleries de Baccarat]],[[Século XX]],[[França]]/[[Baccarat]],"Cristal, metal dourado.",Sem descrição,"11,5 x 17,1 diâm.",[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0565.jpg,[[Imagem:M0565.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Compagnie des Cristalleries de Baccarat]][[Categoria:Origem/França/Baccarat]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0566,[[carimbo]],[[Autor desconhecido]],[[Século XII]],[[China]],Bronze com alto-relevo.,Sem descrição,"6,3 x 5,1 d.",[[Arte Oriental]],[[Classificação]]/[[Comunicação Escrita]],Imagem:M0566.jpg,[[Imagem:M0566.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Comunicação Escrita]]
M-0567,[[bule]],[[Autor desconhecido]],[[Século XVIII]],[[China]],Porcelana policromada e vidrada,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões, padrão idêntico ao Serviço de D. Joáo VI.","27,3 x 19,5 x 13,2 cm d.",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0567.jpg,[[Imagem:M0567.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0568,[[molheira]],[[Autor desconhecido]],[[Século XVIII]],[[China]],Porcelana policromada.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões.","7,7 x 20 ,3 x 9,5 cm",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0568.jpg,[[Imagem:M0568.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0569,[[Molheira]],[[Autor desconhecido]],[[Século XVIII]],[[China]],Porcelana policromada e vidrada.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões, padrão idêntico ao Serviço de D. Joáo VI. Com flor-de-liz.","6,9 x 19,3 x 10,5",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0569.jpg,[[Imagem:M0569.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0570,[[molheira]],[[Autor desconhecido]],[[Século XVIII]],[[China]],Porcelana policromada.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões.","7,9 x 20,1 x 9,6",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0570.jpg,[[Imagem:M0570.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0571,[[molheira]],[[Autor desconhecido]],[[Século XVIII]],[[China ]],Porcelana policromada e vidrada.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões.","7,9 x 20,5 x 9,2",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0571.jpg,[[Imagem:M0571.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China ]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0572,[[molheira]],[[Autor desconhecido]],[[Século XVIII]],[[China ]],Porcelana policromada,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões.","8,9 x 20,1 x 9,7",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0572.jpg,[[Imagem:M0572.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China ]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0573,[[recipiente]],[[Autor desconhecido]],[[Século XVIII]],[[China]],Porcelana policromada.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões.","8,4 x 11,7 d.",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0573.jpg,[[Imagem:M0573.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0574,[[saleiro]],[[Autor desconhecido]],[[Século XVIII]],[[China]],Porcelana policromada e vidrada com frisos dourados.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões.","4,9 x 7,7 cm d.",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0574.jpg,[[Imagem:M0574.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0575,[[saleiro]],[[Autor desconhecido]],[[Século XVIII]],[[China]],Porcelana policromada e vidrada com friso dourado.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões.","5,9 x 7,8 cm d.",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0575.jpg,[[Imagem:M0575.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0576,[[recipiente]],[[Autor desconhecido]],[[Século XVIII]],[[China]],Porcelana policromada e vidrada.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões.","8,9 x 11,8 d. ap.",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0576.jpg,[[Imagem:M0576.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0577,[[travessa]],[[Autor desconhecido]],[[Século XVIII]],[[China]],Porcelana policromada e vidrada.,Porcelana chinesa de exportação. Serviço dos galos.,"2,4 x 27,4 x 18,2 cm",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0577.jpg,[[Imagem:M0577.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0578,[[travessa ]],[[Autor desconhecido]],[[Século XVIII]],[[China]],Porcelana policromada e vidrada.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões.","3,1 x 34,7 d",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0578.jpg,[[Imagem:M0578.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0579,[[travessa]],[[Autor desconhecido]],[[Século XVIII]],[[China]],Porcelana policromada e vidrada.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões.","4,0 x 37,8 d.",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0579.jpg,[[Imagem:M0579.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0580,[[travessa]],[[Autor desconhecido]],[[Século XVIII]],[[China]],Porcelana policromada e vidrada.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões.","3,6 x 41,2 d. ap.",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0580.jpg,[[Imagem:M0580.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0581,[[travessa]],[[Autor desconhecido]],[[Século XVIII]],[[China]],Porcelana policromada e vidrada.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões.","4,1 x 41 d. ap.",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0581.jpg,[[Imagem:M0581.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0582,[[travessa]],[[Autor desconhecido]],[[Século XVIII]],[[China]],Porcelana policromada.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões.","3,7 x 37,5 cm d.",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0582.jpg,[[Imagem:M0582.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0583,[[prato]],[[Autor desconhecido]],[[Século XVIII]],[[China]],Porcelana policromada e vidrada.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões, padrão idêntico ao Serviço de D. Joáo VI.","2,9 x 22,8 cm d.",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0583.jpg,[[Imagem:M0583.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0584,[[prato]],[[Autor desconhecido]],[[Século XVIII]],[[China]],Porcelana policromada e vidrada.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões, padrão idêntico ao Serviço de D. Joáo VI.","2,7 x 22,7 cm d.",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0584.jpg,[[Imagem:M0584.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0585,[[Prato]],[[Autor desconhecido]],[[Século XVIII]],[[China]],Porcelana policromada e vidrada.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões, padrão idêntico ao Serviço de D. Joáo VI.",Dimensões desconhecidas,[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0585.jpg,[[Imagem:M0585.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0586,[[prato]],[[Autor desconhecido]],[[Século XVIII]],[[China]],Porcelana policromada e vidrada.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões, padrão idêntico ao Serviço de D. Joáo VI.","2,5 x 21,9 cm d.",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0586.jpg,[[Imagem:M0586.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0587,[[prato]],[[Autor desconhecido]],[[Século XVIII]],[[China]],Porcelana policromada e vidrada.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões, padrão idêntico ao Serviço de D. Joáo VI.","2,2 x 20,7 d. ap.",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0587.jpg,[[Imagem:M0587.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0588,[[prato]],[[Autor desconhecido]],[[Século XVIII]],[[China]],Porcelana policromada e vidrada.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões, padrão idêntico ao Serviço de D. Joáo VI.","2,2 x 22,5 d.",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0588.jpg,[[Imagem:M0588.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0589,[[FRagmento]],[[Mestre Valentim da Fonseca e Silva]],[[Século XIX]],[[Brasil]]/[[Rio de Janeiro]],Madeira entalhada e dourada,Sem descrição,Dimensões desconhecidas,[[Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Construção ]]/[[ Fragmentos de Construção]],Imagem:M0589.jpg,[[Imagem:M0589.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Mestre Valentim da Fonseca e Silva]][[Categoria:Origem/Brasil/Rio de Janeiro]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Construção / Fragmentos de Construção]]
M-0590,[[lacrimatório]],[[Autor desconhecido]],[[Século II(?)]],[[Itália(?)]]/[[Roma(?)]],vidro em cor azul.,Sem descrição,"8,5 x 5,8 d ap.",[[Antiguidade Clássica]],[[Classificação]]/[[Objetos Cerimoniais ]]/[[ Objetos de Culto]],Imagem:M0590.jpg,[[Imagem:M0590.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Itália(?)/Roma(?)]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Antiguidade Clássica]][[Categoria:Classificação/Objetos Cerimoniais / Objetos de Culto]]
M-0591,[[prato]],[[Autor desconhecido]],[[Século XIII]]/[[Song]],[[China]],Cerâmica grés.,Estilo Ying-Qing.,"13,9 d.",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0591.jpg,[[Imagem:M0591.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Século XIII/Song]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0592,[[peça de FREIO de cavalgadura]],[[Autor desconhecido]],[[Século X-VII a.C.]],[[Irã (Luristão)]],Bronze,Em forma de cavalo.,"9,0 x 8,2 cm",[[Arte Oriental]],[[Classificação]]/[[Transporte]],Imagem:M0592.jpg,[[Imagem:M0592.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Irã (Luristão)]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Transporte]]
M-0593,[[edan]],[[Grupo Cultural Iorubá]],[[Século XIX]],[[Nigéria]],Metal fundido,Partre de uma escultura ogboni com pino,"19,7 x 2,0 x 2,7 cm",[[Arte Africana]],[[Classificação]]/[[Objetos Cerimoniais ]]/[[ Objetos de Culto]],Imagem:M0593.jpg,[[Imagem:M0593.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Grupo Cultural Iorubá]][[Categoria:Origem/Nigéria]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Africana]][[Categoria:Classificação/Objetos Cerimoniais / Objetos de Culto]]
M-0594,[[Prato]],[[Autor desconhecido]],[[Século XIII]]/[[Song]],[[China]],"Cerâmica grés. ",Estilo Ying-Qing. Par M-0254,"14,4 d. x 3,0",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0594.jpg,[[Imagem:M0594.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Século XIII/Song]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0595,[[buda (cabeça)]],[[Autor desconhecido]],[[Século VIII]],[[Japão]]/[[Nara]],Bronze dourado com policromia; tecido?,Sem descrição,"21 x 14,5 x 14,8 cm ap.",[[Arte Oriental]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura Religiosa]],Imagem:M0595.jpg,[[Imagem:M0595.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Japão/Nara]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Artes Visuais / Escultura Religiosa]]
