Titulo,Acervo[Nome],Acervo[Autor],Acervo[Data],Acervo[Origem],Acervo[Material],Acervo[Descricao],Acervo[Dimensoes],Acervo[Nucleo],Acervo[Classificacao],Acervo[imagem],Acervo[thumb],Acervo[categorias]
M-0464,[[Título::porta-retrato]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::França]],[[Material::metal; cristal]],[[Descrição::Sem descrição]],"[[Dimensões::32,4 x 24,3 cm]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Acessórios de Interiores]],Imagem:M0464.jpg,[[Imagem:M0464.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Acessórios de Interiores]]
M-0465,[[Título::porta-retrato]],[[Autoria de::Autor desconhecido]],[[Datação::Século XX]]/[[SubDatação:: c.1930]],[[Origem::Inglaterra]],"[[Material::metal, madeira; shagreen (pele de tubarão)]]",[[Descrição::Com vidro de proteção transparente.]],[[Dimensões::33 x 27 cm]],[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Acessórios de Interiores]],Imagem:M0465.jpg,[[Imagem:M0465.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Inglaterra]][[Categoria:Data/Século XX/c.1930]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Acessórios de Interiores]]
M-0466,[[Título::torso feminino]],[[Autoria de::Victor Brecheret]],[[Datação::Século XX]],[[Origem::Brasil]]/[[SubOrigem::São Paulo]],[[Material::Mármore branco esculpido.]],[[Descrição::Sem descrição]],"[[Dimensões::76,7 x 20 x 15,5 cm]]",[[Núcleo::Arte Brasileira - Século XX]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura]],Imagem:M0466.jpg,[[Imagem:M0466.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Victor Brecheret]][[Categoria:Origem/Brasil/São Paulo]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XX]][[Categoria:Classificação/Artes Visuais/Escultura]]
M-0467,[[Título::mesa]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::Brasil]],"[[Material::madeira entalhada, natural.]]",[[Descrição::Sem descrição]],"[[Dimensões::108,4 x 70,6 x 81]]",[[Núcleo::Mobiliário Brasileiro]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Peças de Mobiliário]],Imagem:M0467.jpg,[[Imagem:M0467.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Brasileiro]][[Categoria:Classificação/Interiores/Peças de Mobiliário]]
M-0468,[[Título::castiçal]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::Itália]],[[Material::bronze dourado]],[[Descrição::Sem descrição]],"[[Dimensões::50,1 x 15,8 x 14,0 cm]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Objetos de Iluminação]],Imagem:M0468.jpg,[[Imagem:M0468.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Itália]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Objetos de Iluminação]]
M-0469,[[Título::castiçal]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::Itália]],[[Material::Bronze dourado.]],[[Descrição::Sem descrição]],"[[Dimensões::47,8 x 16 x 14,8 cm ap.]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Objetos de Iluminação]],Imagem:M0469.jpg,[[Imagem:M0469.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Itália]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Objetos de Iluminação]]
M-0470,[[Título::vitrine de canto]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]],[[Origem::França]],[[Material::Madeira entalhada e dourada; tecido de veludo; vidro transparente; metal.]],[[Descrição::Par (M-0471). ]],"[[Dimensões::31,3 x 14,0 x 136,7 cm]]",[[Núcleo::Mobiliário Europeu]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Peças de Mobiliário]],Imagem:M0470.jpg,[[Imagem:M0470.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Europeu]][[Categoria:Classificação/Interiores/Peças de Mobiliário]]
M-0471,[[Título::vitrine de canto]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]],[[Origem::França]],[[Material::Madeira entalhada dourada; tecido de veludo; vidro transparente; metal.]],[[Descrição::Par (M-0470)]],"[[Dimensões::31,0 x 13,5 x 136,0 cm ap.]]",[[Núcleo::Mobiliário Europeu]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Peças de Mobiliário]],Imagem:M0471.jpg,[[Imagem:M0471.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Europeu]][[Categoria:Classificação/Interiores/Peças de Mobiliário]]
M-0472,[[Título::bule]],"[[Autoria de::Manufatura de Sèvres; Dodin, Charles Nicolas, 1754-1802 (pinturas)]]",[[Datação::Século XVIII]]/[[SubDatação::1775]],[[Origem::França]]/[[SubOrigem::Sèvres]],[[Material::Porcelana policromada]],[[Descrição::Jogo de chá (M-0472 a M-0477). Decorado com cena campestre e  de jogos infantis.]],"[[Dimensões::16,2 x 11,5 x 9,3]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0472.jpg,[[Imagem:M0472.jpg|thumb|center|250px]],"[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Manufatura de Sèvres; Dodin, Charles Nicolas, 1754-1802 (pinturas)]][[Categoria:Origem/França/Sèvres]][[Categoria:Data/Século XVIII/1775]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]"
M-0473,[[Título::cremeira]],"[[Autoria de::Manufatura de Sèvres; Dodin, Charles Nicolas, 1754-1802 (pinturas)]]",[[Datação::Século XVIII]]/[[SubDatação::1775]],[[Origem::França]]/[[SubOrigem::Sèvres]],[[Material::porcelana policromada.]],[[Descrição::Jogo de chá (M-0472 a M-0477). Decorada com cenas campestres e de jogos infantis.]],"[[Dimensões::11,7 x 10,9 x 9,2]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0473.jpg,[[Imagem:M0473.jpg|thumb|center|250px]],"[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Manufatura de Sèvres; Dodin, Charles Nicolas, 1754-1802 (pinturas)]][[Categoria:Origem/França/Sèvres]][[Categoria:Data/Século XVIII/1775]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]"
M-0474,[[Título::xícara]],"[[Autoria de::Manufatura de Sèvres; Dodin, Charles Nicolas, 1754-1802 (pinturas)]]",[[Datação::Século XVIII]]/[[SubDatação::1775]],[[Origem::França]]/[[SubOrigem::Sèvres]],[[Material::porcelana policromada.]],[[Descrição::Jogo de chá (M-0472 a M-0477). Decorada com cenas campestres.]],"[[Dimensões::6,1 x 9,1 x 6,7]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0474.jpg,[[Imagem:M0474.jpg|thumb|center|250px]],"[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Manufatura de Sèvres; Dodin, Charles Nicolas, 1754-1802 (pinturas)]][[Categoria:Origem/França/Sèvres]][[Categoria:Data/Século XVIII/1775]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]"
M-0475,[[Título::xícara]],"[[Autoria de::Manufatura de Sèvres; Dodin, Charles Nicolas, 1754-1802 (pinturas)]]",[[Datação::Século XVIII]]/[[SubDatação::1775]],[[Origem::França]]/[[SubOrigem::Sèvres]],[[Material::porcelana policromada]],[[Descrição::Jogo de chá (M-0472 a M-0477). Decorada com cena de pescaria.]],"[[Dimensões::6,4 x 9,3 x 7,0 d]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0475.jpg,[[Imagem:M0475.jpg|thumb|center|250px]],"[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Manufatura de Sèvres; Dodin, Charles Nicolas, 1754-1802 (pinturas)]][[Categoria:Origem/França/Sèvres]][[Categoria:Data/Século XVIII/1775]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]"
M-0476,[[Título::açucareiro]],"[[Autoria de::Manufatura de Sèvres; Dodin, Charles Nicolas, 1754-1802 (pinturas)]]",[[Datação::Século XVIII]]/[[SubDatação::1775]],[[Origem::França]]/[[SubOrigem::Sèvres]],[[Material::porcelana policromada]],[[Descrição::Jogo de chá (M-0472 a M-0477). Decorado com cenas de jogos infantis.]],[[Dimensões::Dimensões desconhecidas]],[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0476.jpg,[[Imagem:M0476.jpg|thumb|center|250px]],"[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Manufatura de Sèvres; Dodin, Charles Nicolas, 1754-1802 (pinturas)]][[Categoria:Origem/França/Sèvres]][[Categoria:Data/Século XVIII/1775]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]"
M-0477,[[Título::Bandeja]],"[[Autoria de::Manufatura de Sèvres; Dodin, Charles Nicolas, 1754-1802 (pinturas)]]",[[Datação::Século XVIII]]/[[SubDatação::1775]],[[Origem::França]]/[[SubOrigem::Sèvres]],[[Material::porcelana policromada]],[[Descrição::Jogo de chá (M-0472 a M-0477).]],"[[Dimensões::5,0 x 34,9 x 25,3]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0477.jpg,[[Imagem:M0477.jpg|thumb|center|250px]],"[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Manufatura de Sèvres; Dodin, Charles Nicolas, 1754-1802 (pinturas)]][[Categoria:Origem/França/Sèvres]][[Categoria:Data/Século XVIII/1775]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]"
M-0478,[[Título::medalhão]],[[Autoria de::Autor desconhecido]],[[Datação::Século XX]]/[[SubDatação::Após 1938]],[[Origem::Portugal]]/[[SubOrigem::Porto]],[[Material::Prata martelada e cinzelada.]],[[Descrição::Sem descrição]],[[Dimensões::Dimensões desconhecidas]],[[Núcleo::Prataria - Exposição]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Acessórios de Interiores]],Imagem:M0478.jpg,[[Imagem:M0478.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/Após 1938]][[Categoria:Núcleo/Prataria - Exposição]][[Categoria:Classificação/Interiores/Acessórios de Interiores]]
M-0479,[[Título::medalhão]],[[Autoria de::Autor desconhecido]],[[Datação::Século XX(?)]],[[Origem::Portugal(?)]],[[Material::Prata martelada e cinzelada.]],[[Descrição::Sem descrição]],"[[Dimensões::6,7 x 46,0 diam. irreg.]]",[[Núcleo::Prataria - Exposição]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Acessórios de Interiores]],Imagem:M0479.jpg,[[Imagem:M0479.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Portugal(?)]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Prataria - Exposição]][[Categoria:Classificação/Interiores/Acessórios de Interiores]]
M-0480,[[Título::corola]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX(?)]],[[Origem::Brasil(?)]],[[Material::Prata martelada e cinzelada.]],[[Descrição::Sem descrição]],"[[Dimensões::4,9 x 6,5 diâm. irreg.]]",[[Núcleo::Prataria - Exposição]],[[Classificação]]/[[Classificação::Objetos Cerimoniais ]]/[[SubClassificação:: Objetos de Culto]],Imagem:M0480.jpg,[[Imagem:M0480.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil(?)]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Prataria - Exposição]][[Categoria:Classificação/Objetos Cerimoniais/Objetos de Culto]]
M-0481,[[Título::prato]],[[Autoria de::Manufatura Real de Berlim]],[[Datação::Século XIX]]/[[SubDatação::Após 1870]],[[Origem::Alemanha]]/[[SubOrigem::Berlim]],[[Material::Porcelana branca.]],[[Descrição::Par (M-0482). Borda decorada com motivos florais em alto relevo e vazados.]],"[[Dimensões::2,7 x 22 d. ]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0481.jpg,[[Imagem:M0481.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Manufatura Real de Berlim]][[Categoria:Origem/Alemanha/Berlim]][[Categoria:Data/Século XIX/Após 1870]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-0482,[[Título::prato]],[[Autoria de::Manufatura Real de Porcelana de Berlim]],[[Datação::Século XIX]]/[[SubDatação::Após 1870]],[[Origem::Alemanha]]/[[SubOrigem::Berlim]],[[Material::porcelana branca.]],[[Descrição::Par (M-0481). Borda decorada com motivos florais em alto relevo e vazados.]],"[[Dimensões::2,5 x 23 d.]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0482.jpg,[[Imagem:M0482.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Manufatura Real de Porcelana de Berlim]][[Categoria:Origem/Alemanha/Berlim]][[Categoria:Data/Século XIX/Após 1870]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-0483,[[Título::terrina]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::Itália]]/[[SubOrigem::Nápoles]],[[Material::Porcelana branca com alto-relevo]],[[Descrição::Decorada com motivos florais.]],"[[Dimensões::13,7 x 17,5 x 16,9 (com tampa)]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0483.jpg,[[Imagem:M0483.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Itália/Nápoles]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-0484,[[Título::xícara e pires (trembleuse)]],[[Autoria de::Claudius Innocentius Du Paquier (?)]],[[Datação::Século XVIII]]/[[SubDatação::1744-1785]],[[Origem::Áustria]]/[[SubOrigem::Viena]],[[Material::Porcelana branca com pintura rosa e dourada]],[[Descrição::Decorada com figuras de casal em paisagem rural.]],"[[Dimensões::7,6 x 8,9 x 7,2 d. (na borda)]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0484.jpg,[[Imagem:M0484.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Claudius Innocentius Du Paquier (?)]][[Categoria:Origem/Áustria/Viena]][[Categoria:Data/Século XVIII/1744-1785]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-0485,[[Título::recipiente]],[[Autoria de::Autor desconhecido]],[[Datação::Data desconhecida]],[[Origem::Origem desconhecida]],Material desconhecido,[[Descrição::Sem descrição]],[[Dimensões::Dimensões desconhecidas]],[[Núcleo::Arte Pré-Colombiana]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0485.jpg,[[Imagem:M0485.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Origem desconhecida]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Pré-Colombiana]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-0486,[[Título::aplique de florão]],[[Autoria de::Mestre Valentim da Fonseca e Silva]],[[Datação::Século XIX]],[[Origem::Brasil]]/[[SubOrigem::Rio de Janeiro]],[[Material::madeira entalhada pintada e dourada]],[[Descrição::Sem descrição]],[[Dimensões::110 cm d ap.]],[[Núcleo::Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Classificação::Construção ]]/[[SubClassificação:: Fragmentos de Construção]],Imagem:M0486.jpg,[[Imagem:M0486.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Mestre Valentim da Fonseca e Silva]][[Categoria:Origem/Brasil/Rio de Janeiro]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Construção/Fragmentos de Construção]]
M-0487,[[Título::xícara]],[[Autoria de::Manufatura Real de Porcelanas de Meissen]],[[Datação::Século XIX]],[[Origem::Alemanha]]/[[SubOrigem::Meissen]],[[Material::Porcelana branca com policromia.]],[[Descrição::Jogo de chá (M-0487 a M-0495). Decorada com motivos chineses.]],"[[Dimensões::5,7 x 10,2 x 8,5]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0487.jpg,[[Imagem:M0487.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Manufatura Real de Porcelanas de Meissen]][[Categoria:Origem/Alemanha/Meissen]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-0488,[[Título::xícara]],[[Autoria de::Manufatura Real de Porcelanas de Meissen]],[[Datação::Século XIX]],[[Origem::Alemanha]]/[[SubOrigem::Meissen]],[[Material::Porcelana branca com policromia.]],[[Descrição::Jogo de chá (M-0487 a M-0495). Decorada com motivos chineses.]],"[[Dimensões::6,4 x 10,5 x 8,5]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0488.jpg,[[Imagem:M0488.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Manufatura Real de Porcelanas de Meissen]][[Categoria:Origem/Alemanha/Meissen]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-0489,[[Título::bule]],[[Autoria de::Manufatura Real de Porcelanas de Meissen]],[[Datação::Século XIX]],[[Origem::Alemanha]]/[[SubOrigem::Meissen]],[[Material::Porcelana branca com policromia.]],[[Descrição::Jogo de chá (M-0487 a M-0495). Decorada com motivos chineses.]],"[[Dimensões::11,3 x 18,5 x 11,2]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0489.jpg,[[Imagem:M0489.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Manufatura Real de Porcelanas de Meissen]][[Categoria:Origem/Alemanha/Meissen]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
